iter	RMSE
0	0.003884181801
1	0.003587680196
2	0.003482602371
3	0.003437000143
4	0.003125656454
5	0.003037074653
6	0.003014315335
7	0.002729535953
8	0.002716722658
9	0.002657682888
10	0.002515102918
11	0.002479060316
12	0.002457465998
13	0.002442528471
14	0.002400573732
15	0.002368149583
16	0.002324022912
17	0.002310436708
18	0.002303305686
19	0.002286297638
20	0.002255917122
21	0.002237008784
22	0.002234687182
23	0.002228521563
24	0.00220536852
25	0.002194977724
26	0.002183393571
27	0.002176922445
28	0.002168651456
29	0.002159228823
30	0.002148934443
31	0.002133201333
32	0.00212615429
33	0.002119486658
34	0.002113121839
35	0.002083148924
36	0.002065724582
37	0.002054513003
38	0.00205138557
39	0.002044452069
40	0.002042552569
41	0.002036772777
42	0.002032988984
43	0.002020484744
44	0.002016626688
45	0.002011621641
46	0.001997857718
47	0.001990644458
48	0.001971207074
49	0.00196633511
50	0.001957885421
51	0.001941876384
52	0.001938076107
53	0.001932522693
54	0.001930861663
55	0.001927218073
56	0.001923534138
57	0.001918590637
58	0.001913084781
59	0.001906021242
60	0.001903757908
61	0.001899509227
62	0.001896552523
63	0.001886130638
64	0.001866655176
65	0.001863733371
66	0.001860995771
67	0.001858481965
68	0.001851480164
69	0.001846595612
70	0.001844254845
71	0.001829990956
72	0.001816206755
73	0.001795073333
74	0.001789705115
75	0.001786597024
76	0.001784583515
77	0.00177617696
78	0.001771964254
79	0.00176906794
80	0.001748724099
81	0.001746367828
82	0.001744904348
83	0.001740902908
84	0.001738300549
85	0.00173646723
86	0.001734709371
87	0.001731672098
88	0.001728654045
89	0.001723262193
90	0.001714272982
91	0.001712841277
92	0.001709148816
93	0.001706220105
94	0.001696272288
95	0.001684041202
96	0.001674376367
97	0.001667383892
98	0.001658884029
99	0.001648039133
