iter	RMSE
0	0.002943502816
1	0.002726145047
2	0.002611307615
3	0.002515535811
4	0.002469095736
5	0.002427745329
6	0.002374758198
7	0.002338822963
8	0.002303017237
9	0.002298690247
10	0.002271241904
11	0.002247151738
12	0.00222830587
13	0.002212177303
14	0.002202853379
15	0.002189469743
16	0.00213155659
17	0.002127169584
18	0.002099047104
19	0.002087116903
20	0.002052437991
21	0.002009823175
22	0.002003853242
23	0.001981277448
24	0.001954113088
25	0.00194551333
26	0.001922396181
27	0.001906465403
28	0.00189597469
29	0.001878756073
30	0.001862305324
31	0.001855150426
32	0.001844689625
33	0.001835200636
34	0.001825638171
35	0.001808439327
36	0.001795394303
37	0.001761465601
38	0.001754749296
39	0.001746923277
40	0.001739463916
41	0.001732639191
42	0.001726570831
43	0.001698342056
44	0.001673905306
45	0.001669175334
46	0.00166339018
47	0.001658632529
48	0.001646915068
49	0.001626751915
50	0.00160971787
51	0.001602046426
52	0.001585327198
53	0.001580737097
54	0.001566328434
55	0.001560441376
56	0.001550272
57	0.001547231097
58	0.001539741054
59	0.001532064273
60	0.001526890519
61	0.001518731062
62	0.001506131996
63	0.0015005158
64	0.001492376775
65	0.00148811727
66	0.001483185773
67	0.00147596539
68	0.001460418437
69	0.001459666282
70	0.001451992796
71	0.001448317997
72	0.001436356473
73	0.001435144521
74	0.001431281621
75	0.001426365584
76	0.001424255657
77	0.001421847739
78	0.00141435115
79	0.001408019057
80	0.001404147891
81	0.001399043174
82	0.001391536498
83	0.001386935661
84	0.001377408065
85	0.00137392041
86	0.00137126876
87	0.001367626465
88	0.001357938295
89	0.001353651892
90	0.001350716508
91	0.001348240117
92	0.001343220713
93	0.001341111987
94	0.001338349915
95	0.001335059655
96	0.00133334783
97	0.001329912684
98	0.001322319309
99	0.001317034434
